id,城市,观测时间,最高温度,最低温度,白天天气状况,晚间天气状况,白天风力,夜间风力,降水量,紫外线,湿度,能见度,云量
4552,无锡,2025-05-07,27.0,17.0,多云,阴,1-3,1-3,0.0,11.0,81.0,25.0,0.0
4553,无锡,2025-05-08,24.0,18.0,中雨,大雨,1-3,1-3,7.6,4.0,93.0,24.0,90.0
4554,无锡,2025-05-09,24.0,17.0,多云,晴,1-3,1-3,0.0,3.0,61.0,25.0,25.0
4555,无锡,2025-05-10,22.0,14.0,多云,晴,1-3,1-3,0.0,11.0,58.0,25.0,1.0
4556,无锡,2025-05-11,23.0,15.0,晴,晴,1-3,1-3,0.0,11.0,66.0,25.0,0.0
4557,无锡,2025-05-12,27.0,19.0,晴,多云,1-3,1-3,0.0,11.0,61.0,25.0,0.0
4558,镇江,2025-05-06,25.0,13.0,多云,多云,3-4,1-3,0.0,11.0,76.0,25.0,13.0
4559,镇江,2025-05-07,27.0,15.0,晴,阴,3-4,1-3,0.0,11.0,78.0,25.0,0.0
4560,镇江,2025-05-08,25.0,16.0,中雨,大雨,1-3,1-3,13.8,4.0,94.0,24.0,90.0
4561,镇江,2025-05-09,24.0,15.0,多云,晴,3-4,1-3,0.0,7.0,61.0,25.0,25.0
4562,镇江,2025-05-10,20.0,13.0,多云,晴,1-3,1-3,0.0,7.0,64.0,25.0,1.0
4563,镇江,2025-05-11,23.0,14.0,晴,晴,1-3,1-3,0.0,11.0,64.0,25.0,0.0
4564,镇江,2025-05-12,27.0,18.0,晴,阴,1-3,1-3,0.0,11.0,62.0,25.0,0.0
4565,苏州,2025-05-06,26.0,15.0,多云,多云,3-4,1-3,0.0,11.0,75.0,25.0,13.0
4566,苏州,2025-05-07,26.0,17.0,多云,阴,1-3,1-3,0.0,11.0,80.0,25.0,0.0
4567,苏州,2025-05-08,22.0,18.0,中雨,暴雨,1-3,3-4,13.4,4.0,95.0,22.0,90.0
4568,苏州,2025-05-09,24.0,18.0,阴,晴,1-3,1-3,0.4,5.0,59.0,25.0,43.0
4569,苏州,2025-05-10,23.0,14.0,多云,晴,1-3,1-3,0.0,9.0,58.0,25.0,1.0
4570,苏州,2025-05-11,23.0,15.0,晴,晴,1-3,1-3,0.0,11.0,62.0,25.0,0.0
4571,苏州,2025-05-12,27.0,19.0,晴,多云,1-3,1-3,0.0,11.0,66.0,25.0,0.0
4572,南通,2025-05-06,26.0,11.0,多云,多云,3-4,1-3,0.0,11.0,77.0,25.0,13.0
4573,南通,2025-05-07,25.0,13.0,晴,阴,1-3,1-3,0.0,11.0,82.0,25.0,0.0
4574,南通,2025-05-08,23.0,15.0,小雨,大雨,1-3,1-3,5.1,4.0,94.0,24.0,90.0
4575,南通,2025-05-09,22.0,15.0,小雨,晴,3-4,1-3,0.0,6.0,59.0,24.0,15.0
4576,南通,2025-05-10,21.0,13.0,多云,晴,3-4,1-3,0.0,11.0,61.0,25.0,1.0
4577,南通,2025-05-11,22.0,14.0,晴,晴,1-3,1-3,0.0,11.0,64.0,25.0,1.0
4578,南通,2025-05-12,26.0,18.0,晴,阴,1-3,1-3,0.0,11.0,65.0,25.0,0.0
4579,扬州,2025-05-06,24.0,13.0,多云,多云,1-3,1-3,0.0,11.0,74.0,25.0,13.0
4580,扬州,2025-05-07,27.0,16.0,晴,多云,1-3,1-3,0.0,11.0,79.0,25.0,0.0
4581,扬州,2025-05-08,24.0,16.0,中雨,中雨,1-3,1-3,10.5,5.0,95.0,24.0,85.0
4582,扬州,2025-05-09,24.0,16.0,小雨,晴,1-3,1-3,0.0,5.0,61.0,25.0,25.0
4583,扬州,2025-05-10,20.0,13.0,多云,晴,1-3,1-3,0.0,5.0,60.0,25.0,1.0
4584,扬州,2025-05-11,24.0,16.0,晴,晴,1-3,1-3,0.0,11.0,63.0,25.0,0.0
4585,扬州,2025-05-12,28.0,19.0,晴,阴,1-3,1-3,0.0,11.0,61.0,25.0,0.0
4586,盐城,2025-05-06,21.0,10.0,多云,多云,1-3,1-3,0.0,11.0,83.0,25.0,12.0
4587,盐城,2025-05-07,24.0,13.0,晴,阴,1-3,1-3,0.0,11.0,82.0,25.0,1.0
4588,盐城,2025-05-08,23.0,16.0,小雨,小雨,1-3,1-3,1.0,5.0,98.0,6.0,57.0
4589,盐城,2025-05-09,21.0,15.0,小雨,晴,1-3,1-3,0.3,5.0,68.0,24.0,41.0
4590,盐城,2025-05-10,18.0,11.0,多云,晴,1-3,1-3,0.0,4.0,49.0,25.0,6.0
4591,盐城,2025-05-11,24.0,14.0,晴,晴,1-3,1-3,0.0,11.0,52.0,25.0,0.0
4592,盐城,2025-05-12,28.0,18.0,多云,阴,1-3,1-3,0.0,11.0,60.0,25.0,0.0
4593,徐州,2025-05-06,22.0,13.0,多云,晴,1-3,1-3,0.0,11.0,77.0,25.0,13.0
4594,徐州,2025-05-07,28.0,16.0,多云,阴,1-3,1-3,0.0,11.0,64.0,25.0,2.0
4595,徐州,2025-05-08,24.0,14.0,小雨,中雨,1-3,1-3,1.4,4.0,89.0,24.0,61.0
4596,徐州,2025-05-09,23.0,13.0,晴,小雨,1-3,1-3,0.0,10.0,67.0,24.0,5.0
4597,徐州,2025-05-10,21.0,10.0,多云,晴,1-3,1-3,0.0,11.0,27.0,25.0,6.0
4598,徐州,2025-05-11,25.0,15.0,晴,晴,1-3,1-3,0.0,11.0,51.0,25.0,0.0
4599,徐州,2025-05-12,29.0,19.0,多云,阴,1-3,1-3,0.0,10.0,47.0,25.0,0.0
4600,淮安,2025-05-06,23.0,11.0,多云,多云,3-4,1-3,0.0,11.0,81.0,25.0,13.0
4601,淮安,2025-05-07,26.0,13.0,晴,多云,1-3,1-3,0.0,11.0,74.0,25.0,1.0
4602,淮安,2025-05-08,24.0,15.0,小雨,中雨,1-3,1-3,4.3,5.0,96.0,24.0,85.0
4603,淮安,2025-05-09,22.0,15.0,小雨,多云,1-3,1-3,0.2,3.0,71.0,24.0,40.0
4604,淮安,2025-05-10,18.0,11.0,多云,晴,1-3,1-3,0.0,10.0,42.0,25.0,25.0
4605,淮安,2025-05-11,24.0,16.0,晴,晴,1-3,1-3,0.0,11.0,62.0,25.0,0.0
4606,淮安,2025-05-12,28.0,19.0,多云,阴,1-3,1-3,0.0,10.0,57.0,25.0,0.0
4607,连云港,2025-05-06,21.0,10.0,多云,晴,1-3,1-3,0.0,11.0,82.0,25.0,12.0
4608,连云港,2025-05-07,23.0,12.0,多云,阴,1-3,1-3,0.0,11.0,80.0,24.0,2.0
4609,连云港,2025-05-08,22.0,14.0,小雨,中雨,1-3,1-3,0.0,4.0,93.0,17.0,25.0
4610,连云港,2025-05-09,18.0,12.0,小雨,阴,1-3,1-3,1.2,2.0,71.0,24.0,65.0
4611,连云港,2025-05-10,16.0,9.0,多云,多云,1-3,1-3,0.0,11.0,43.0,25.0,25.0
4612,连云港,2025-05-11,23.0,14.0,晴,晴,1-3,1-3,0.0,11.0,52.0,25.0,0.0
4613,连云港,2025-05-12,26.0,18.0,多云,多云,1-3,1-3,0.0,9.0,52.0,25.0,0.0
4614,常州,2025-05-06,26.0,15.0,多云,多云,1-3,1-3,0.0,11.0,74.0,25.0,13.0
4615,常州,2025-05-07,27.0,17.0,晴,阴,1-3,1-3,0.0,11.0,78.0,25.0,0.0
4616,常州,2025-05-08,24.0,17.0,中雨,大雨,3-4,1-3,12.8,4.0,93.0,24.0,89.0
4617,常州,2025-05-09,25.0,17.0,小雨,晴,1-3,1-3,0.0,5.0,58.0,25.0,25.0
4618,常州,2025-05-10,22.0,13.0,多云,晴,3-4,1-3,0.0,11.0,61.0,25.0,1.0
4619,常州,2025-05-11,23.0,16.0,晴,晴,1-3,1-3,0.0,11.0,61.0,25.0,0.0
4620,常州,2025-05-12,27.0,19.0,晴,多云,1-3,1-3,0.0,11.0,59.0,25.0,0.0
4621,泰州,2025-05-06,23.0,11.0,多云,多云,1-3,1-3,0.0,11.0,75.0,25.0,12.0
4622,泰州,2025-05-07,26.0,13.0,晴,多云,1-3,1-3,0.0,11.0,82.0,25.0,1.0
4623,泰州,2025-05-08,24.0,15.0,中雨,大雨,1-3,1-3,8.4,5.0,95.0,24.0,81.0
4624,泰州,2025-05-09,22.0,15.0,小雨,晴,1-3,1-3,0.0,5.0,62.0,25.0,25.0
4625,泰州,2025-05-10,19.0,12.0,多云,晴,1-3,1-3,0.0,6.0,59.0,25.0,1.0
4626,泰州,2025-05-11,22.0,13.0,晴,晴,1-3,1-3,0.0,11.0,56.0,25.0,0.0
4627,泰州,2025-05-12,26.0,18.0,晴,阴,1-3,1-3,0.0,11.0,59.0,25.0,0.0
4628,宿迁,2025-05-06,23.0,13.0,多云,多云,1-3,1-3,0.0,11.0,80.0,25.0,12.0
4629,宿迁,2025-05-07,26.0,16.0,多云,多云,1-3,1-3,0.0,11.0,70.0,25.0,1.0
4630,宿迁,2025-05-08,24.0,15.0,小雨,中雨,1-3,1-3,4.3,5.0,93.0,24.0,84.0
4631,宿迁,2025-05-09,20.0,13.0,小雨,多云,1-3,3-4,0.2,5.0,75.0,24.0,40.0
4632,宿迁,2025-05-10,18.0,11.0,多云,晴,1-3,1-3,0.0,11.0,34.0,25.0,25.0
4633,宿迁,2025-05-11,23.0,14.0,晴,晴,1-3,1-3,0.0,11.0,64.0,25.0,0.0
4634,宿迁,2025-05-12,27.0,18.0,多云,阴,1-3,1-3,0.0,10.0,48.0,25.0,0.0
4635,武汉,2025-05-06,27.0,18.0,晴,多云,1-3,1-3,0.0,5.0,51.0,25.0,14.0
4636,武汉,2025-05-07,31.0,19.0,阴,小雨,1-3,1-3,0.0,5.0,80.0,18.0,0.0
4637,武汉,2025-05-08,25.0,18.0,大雨,多云,1-3,1-3,38.7,2.0,85.0,24.0,99.0
4638,武汉,2025-05-09,29.0,18.0,多云,多云,1-3,1-3,0.0,11.0,49.0,25.0,1.0
4639,武汉,2025-05-10,26.0,15.0,多云,晴,1-3,1-3,0.0,5.0,67.0,25.0,0.0
4640,武汉,2025-05-11,29.0,17.0,晴,晴,1-3,1-3,0.0,11.0,58.0,25.0,0.0
4641,武汉,2025-05-12,33.0,23.0,多云,阴,1-3,1-3,0.0,11.0,51.0,25.0,0.0
4642,襄阳,2025-05-06,25.0,17.0,晴,多云,1-3,1-3,0.0,5.0,48.0,25.0,14.0
4643,襄阳,2025-05-07,31.0,18.0,阴,晴,1-3,1-3,0.0,6.0,87.0,16.0,1.0
4644,襄阳,2025-05-08,24.0,17.0,小雨,阴,1-3,1-3,10.8,3.0,83.0,24.0,91.0
4645,襄阳,2025-05-09,29.0,15.0,多云,多云,1-3,1-3,0.0,11.0,36.0,25.0,0.0
4646,襄阳,2025-05-10,28.0,15.0,晴,晴,1-3,1-3,0.0,11.0,51.0,25.0,0.0
4647,襄阳,2025-05-11,31.0,18.0,晴,晴,1-3,1-3,0.0,11.0,54.0,25.0,0.0
4648,襄阳,2025-05-12,33.0,20.0,多云,阴,1-3,1-3,0.0,10.0,55.0,25.0,0.0
4649,鄂州,2025-05-06,28.0,18.0,晴,多云,1-3,1-3,0.0,5.0,62.0,25.0,14.0
4650,鄂州,2025-05-07,30.0,20.0,阴,小雨,1-3,1-3,0.0,9.0,89.0,20.0,0.0
4651,鄂州,2025-05-08,25.0,18.0,大雨,阴,1-3,1-3,64.1,3.0,89.0,24.0,97.0
4652,鄂州,2025-05-09,29.0,18.0,多云,多云,1-3,1-3,0.0,11.0,61.0,25.0,1.0
4653,鄂州,2025-05-10,26.0,15.0,晴,晴,1-3,1-3,0.0,5.0,70.0,25.0,0.0
4654,鄂州,2025-05-11,28.0,18.0,晴,晴,1-3,1-3,0.0,11.0,70.0,25.0,0.0
4655,鄂州,2025-05-12,33.0,22.0,多云,阴,1-3,1-3,0.0,11.0,65.0,25.0,0.0
4656,孝感,2025-05-06,27.0,17.0,晴,多云,1-3,1-3,0.0,5.0,56.0,25.0,14.0
4657,孝感,2025-05-07,30.0,18.0,阴,小雨,1-3,1-3,0.0,7.0,80.0,14.0,0.0
4658,孝感,2025-05-08,25.0,18.0,中雨,多云,1-3,1-3,33.6,2.0,89.0,24.0,97.0
4659,孝感,2025-05-09,29.0,16.0,多云,多云,1-3,1-3,0.0,11.0,56.0,25.0,0.0
4660,孝感,2025-05-10,27.0,15.0,多云,晴,1-3,1-3,0.0,10.0,71.0,25.0,0.0
4661,孝感,2025-05-11,28.0,17.0,晴,晴,1-3,1-3,0.0,11.0,61.0,25.0,0.0
4662,孝感,2025-05-12,32.0,22.0,多云,阴,1-3,1-3,0.0,11.0,56.0,25.0,0.0
4663,黄冈,2025-05-06,27.0,17.0,晴,多云,1-3,1-3,0.0,5.0,62.0,25.0,14.0
4664,黄冈,2025-05-07,31.0,19.0,阴,小雨,1-3,1-3,0.0,8.0,89.0,20.0,0.0
4665,黄冈,2025-05-08,26.0,19.0,大雨,阴,1-3,1-3,39.2,2.0,89.0,24.0,99.0
4666,黄冈,2025-05-09,29.0,17.0,多云,多云,1-3,1-3,0.0,11.0,61.0,25.0,1.0
4667,黄冈,2025-05-10,26.0,14.0,晴,晴,1-3,1-3,0.0,5.0,71.0,25.0,0.0
4668,黄冈,2025-05-11,28.0,17.0,晴,晴,1-3,1-3,0.0,11.0,70.0,25.0,0.0
4669,黄冈,2025-05-12,32.0,23.0,多云,阴,1-3,1-3,0.0,11.0,65.0,25.0,0.0
4670,黄石,2025-05-06,28.0,18.0,晴,多云,1-3,1-3,0.0,5.0,63.0,25.0,14.0
4671,黄石,2025-05-07,30.0,19.0,阴,小雨,1-3,1-3,0.0,6.0,87.0,22.0,0.0
4672,黄石,2025-05-08,25.0,18.0,大雨,阴,1-3,1-3,61.9,2.0,91.0,24.0,100.0
4673,黄石,2025-05-09,28.0,17.0,多云,多云,1-3,1-3,0.0,11.0,65.0,25.0,2.0
4674,黄石,2025-05-10,25.0,14.0,晴,晴,1-3,1-3,0.0,5.0,69.0,25.0,0.0
4675,黄石,2025-05-11,29.0,18.0,晴,晴,1-3,1-3,0.0,11.0,71.0,25.0,0.0
4676,黄石,2025-05-12,33.0,22.0,多云,阴,1-3,1-3,0.0,11.0,65.0,25.0,0.0
4677,咸宁,2025-05-06,28.0,18.0,晴,晴,1-3,1-3,0.0,6.0,64.0,25.0,14.0
4678,咸宁,2025-05-07,31.0,19.0,阴,中雨,1-3,1-3,0.0,5.0,86.0,14.0,2.0
4679,咸宁,2025-05-08,25.0,18.0,暴雨,阴,1-3,1-3,43.9,3.0,94.0,24.0,100.0
4680,咸宁,2025-05-09,28.0,16.0,多云,多云,1-3,1-3,0.0,11.0,71.0,25.0,1.0
4681,咸宁,2025-05-10,25.0,14.0,多云,晴,1-3,1-3,0.0,5.0,72.0,25.0,0.0
4682,咸宁,2025-05-11,29.0,18.0,晴,晴,1-3,1-3,0.0,11.0,67.0,25.0,0.0
4683,咸宁,2025-05-12,34.0,23.0,多云,阴,1-3,1-3,0.0,11.0,62.0,25.0,0.0
4684,荆州,2025-05-06,29.0,21.0,多云,多云,1-3,1-3,0.0,5.0,52.0,25.0,15.0
4685,荆州,2025-05-07,31.0,19.0,阴,中雨,1-3,1-3,0.0,6.0,95.0,9.0,3.0
4686,荆州,2025-05-08,27.0,18.0,中雨,多云,1-3,1-3,31.3,2.0,84.0,24.0,93.0
4687,荆州,2025-05-09,30.0,18.0,多云,多云,1-3,1-3,0.0,11.0,75.0,24.0,0.0
4688,荆州,2025-05-10,28.0,16.0,多云,晴,1-3,1-3,0.0,10.0,78.0,25.0,0.0
4689,荆州,2025-05-11,31.0,19.0,晴,晴,1-3,1-3,0.0,11.0,59.0,25.0,0.0
4690,荆州,2025-05-12,33.0,22.0,晴,阴,1-3,1-3,0.0,11.0,61.0,25.0,0.0
4691,宜昌,2025-05-06,29.0,17.0,多云,多云,1-3,1-3,0.0,5.0,65.0,25.0,17.0
4692,宜昌,2025-05-07,31.0,18.0,阴,中雨,1-3,1-3,0.0,6.0,92.0,16.0,2.0
4693,宜昌,2025-05-08,25.0,17.0,小雨,阴,1-3,1-3,15.5,2.0,92.0,24.0,87.0
4694,宜昌,2025-05-09,32.0,17.0,多云,多云,1-3,1-3,0.0,11.0,60.0,24.0,2.0
4695,宜昌,2025-05-10,30.0,15.0,晴,晴,1-3,1-3,0.0,8.0,72.0,25.0,1.0
4696,宜昌,2025-05-11,33.0,18.0,晴,晴,1-3,1-3,0.0,11.0,61.0,25.0,0.0
4697,宜昌,2025-05-12,35.0,21.0,多云,阴,1-3,1-3,0.0,11.0,62.0,25.0,0.0
4698,恩施,2025-05-06,27.0,17.0,多云,多云,1-3,1-3,2.2,4.0,89.0,24.0,68.0
4699,恩施,2025-05-07,28.0,17.0,阴,中雨,1-3,1-3,0.0,7.0,98.0,11.0,11.0
4700,恩施,2025-05-08,26.0,16.0,小雨,阴,1-3,1-3,3.4,3.0,94.0,24.0,70.0
4701,恩施,2025-05-09,32.0,15.0,多云,多云,1-3,1-3,0.0,12.0,89.0,17.0,1.0
4702,恩施,2025-05-10,30.0,13.0,多云,晴,1-3,1-3,0.0,6.0,88.0,24.0,1.0
4703,恩施,2025-05-11,32.0,15.0,晴,晴,1-3,1-3,0.0,12.0,80.0,25.0,0.0
4704,恩施,2025-05-12,34.0,19.0,多云,阴,1-3,1-3,0.0,11.0,79.0,25.0,0.0
4705,十堰,2025-05-06,29.0,13.0,多云,多云,1-3,1-3,0.0,5.0,47.0,25.0,14.0
4706,十堰,2025-05-07,31.0,17.0,阴,小雨,1-3,1-3,0.0,11.0,64.0,25.0,1.0
4707,十堰,2025-05-08,24.0,15.0,小雨,多云,1-3,1-3,7.3,3.0,83.0,24.0,80.0
4708,十堰,2025-05-09,31.0,14.0,晴,晴,1-3,1-3,0.0,11.0,33.0,25.0,0.0
4709,十堰,2025-05-10,29.0,12.0,晴,晴,1-3,1-3,0.0,11.0,54.0,25.0,0.0
4710,十堰,2025-05-11,33.0,16.0,晴,多云,1-3,1-3,0.0,11.0,45.0,25.0,0.0
4711,十堰,2025-05-12,36.0,19.0,阴,阴,1-3,1-3,0.0,10.0,50.0,25.0,0.0
4712,神农架,2025-05-06,26.0,11.0,多云,多云,1-3,1-3,0.0,5.0,65.0,25.0,14.0
4713,神农架,2025-05-07,30.0,13.0,多云,小雨,1-3,1-3,0.0,9.0,82.0,23.0,1.0
4714,神农架,2025-05-08,22.0,11.0,小雨,阴,1-3,1-3,5.2,3.0,88.0,24.0,90.0
4715,神农架,2025-05-09,26.0,8.0,多云,多云,1-3,1-3,0.0,12.0,31.0,25.0,0.0
4716,神农架,2025-05-10,26.0,7.0,晴,晴,1-3,1-3,0.0,12.0,59.0,25.0,0.0
4717,神农架,2025-05-11,29.0,11.0,晴,晴,1-3,1-3,0.0,12.0,41.0,25.0,0.0
4718,神农架,2025-05-12,31.0,14.0,多云,阴,1-3,1-3,0.0,11.0,37.0,25.0,0.0
4719,随州,2025-05-06,27.0,14.0,晴,多云,1-3,1-3,0.0,5.0,49.0,25.0,13.0
4720,随州,2025-05-07,31.0,18.0,阴,小雨,1-3,1-3,0.0,7.0,73.0,24.0,0.0
4721,随州,2025-05-08,24.0,16.0,中雨,多云,1-3,1-3,33.4,2.0,89.0,24.0,99.0
4722,随州,2025-05-09,28.0,13.0,多云,晴,1-3,1-3,0.0,11.0,60.0,25.0,0.0
4723,随州,2025-05-10,27.0,11.0,晴,晴,1-3,1-3,0.0,11.0,83.0,25.0,0.0
4724,随州,2025-05-11,31.0,17.0,晴,晴,1-3,1-3,0.0,11.0,63.0,25.0,0.0
4725,随州,2025-05-12,32.0,21.0,多云,阴,1-3,1-3,0.0,11.0,59.0,25.0,0.0
4726,荆门,2025-05-06,27.0,19.0,多云,多云,1-3,1-3,0.0,5.0,55.0,25.0,14.0
4727,荆门,2025-05-07,30.0,18.0,阴,小雨,1-3,1-3,0.0,10.0,95.0,9.0,1.0
4728,荆门,2025-05-08,25.0,17.0,中雨,阴,1-3,1-3,19.7,3.0,83.0,24.0,100.0
4729,荆门,2025-05-09,29.0,16.0,多云,多云,1-3,1-3,0.0,11.0,46.0,25.0,0.0
4730,荆门,2025-05-10,27.0,15.0,晴,晴,1-3,1-3,0.0,7.0,70.0,25.0,0.0
4731,荆门,2025-05-11,31.0,19.0,晴,晴,1-3,1-3,0.0,11.0,61.0,25.0,0.0
4732,荆门,2025-05-12,33.0,22.0,晴,阴,1-3,1-3,0.0,11.0,61.0,25.0,0.0
4733,天门,2025-05-06,26.0,19.0,晴,多云,1-3,1-3,0.0,5.0,51.0,25.0,15.0
4734,天门,2025-05-07,30.0,19.0,阴,小雨,1-3,1-3,0.0,5.0,95.0,8.0,1.0
4735,天门,2025-05-08,25.0,18.0,中雨,多云,1-3,1-3,35.1,2.0,88.0,24.0,98.0
4736,天门,2025-05-09,30.0,17.0,多云,多云,1-3,1-3,0.0,11.0,61.0,25.0,0.0
4737,天门,2025-05-10,27.0,16.0,多云,晴,1-3,1-3,0.0,7.0,75.0,25.0,0.0
4738,天门,2025-05-11,29.0,18.0,晴,晴,1-3,1-3,0.0,11.0,56.0,25.0,0.0
4739,天门,2025-05-12,32.0,22.0,多云,阴,1-3,1-3,0.0,11.0,58.0,25.0,0.0
4740,仙桃,2025-05-06,26.0,19.0,晴,晴,1-3,1-3,0.0,5.0,52.0,25.0,15.0
4741,仙桃,2025-05-07,30.0,19.0,阴,小雨,1-3,1-3,0.0,6.0,91.0,10.0,2.0
4742,仙桃,2025-05-08,25.0,18.0,大雨,多云,1-3,1-3,32.4,7.0,90.0,24.0,93.0
4743,仙桃,2025-05-09,29.0,17.0,多云,多云,1-3,1-3,0.0,11.0,70.0,25.0,0.0
4744,仙桃,2025-05-10,26.0,16.0,多云,晴,1-3,1-3,0.0,5.0,69.0,25.0,0.0
4745,仙桃,2025-05-11,28.0,18.0,晴,晴,1-3,1-3,0.0,11.0,60.0,25.0,0.0
4746,仙桃,2025-05-12,32.0,23.0,多云,阴,1-3,1-3,0.0,11.0,59.0,25.0,0.0
4747,潜江,2025-05-06,27.0,19.0,晴,多云,1-3,1-3,0.0,5.0,48.0,25.0,15.0
4748,潜江,2025-05-07,30.0,19.0,阴,小雨,1-3,1-3,0.0,6.0,95.0,9.0,2.0
4749,潜江,2025-05-08,24.0,18.0,中雨,多云,1-3,1-3,42.0,3.0,88.0,24.0,99.0
4750,潜江,2025-05-09,29.0,17.0,多云,多云,1-3,1-3,0.0,11.0,72.0,25.0,0.0
4751,潜江,2025-05-10,27.0,15.0,多云,晴,1-3,1-3,0.0,8.0,74.0,25.0,0.0
4752,潜江,2025-05-11,29.0,18.0,晴,晴,1-3,1-3,0.0,11.0,55.0,25.0,0.0
4753,潜江,2025-05-12,32.0,22.0,晴,阴,1-3,1-3,0.0,11.0,58.0,25.0,0.0
4754,杭州,2025-05-06,29.0,17.0,多云,多云,1-3,1-3,0.0,8.0,77.0,25.0,13.0
4755,杭州,2025-05-07,29.0,19.0,多云,多云,1-3,1-3,0.0,8.0,79.0,25.0,2.0
4756,杭州,2025-05-08,26.0,19.0,大雨,中雨,1-3,1-3,20.5,3.0,94.0,24.0,91.0
4757,杭州,2025-05-09,28.0,18.0,小雨,晴,1-3,1-3,0.0,5.0,62.0,24.0,25.0
4758,杭州,2025-05-10,24.0,17.0,晴,晴,1-3,1-3,0.0,11.0,59.0,25.0,0.0
4759,杭州,2025-05-11,28.0,18.0,晴,晴,1-3,1-3,0.0,11.0,62.0,25.0,0.0
4760,杭州,2025-05-12,31.0,19.0,晴,多云,1-3,1-3,0.0,11.0,60.0,25.0,0.0
4761,湖州,2025-05-06,27.0,15.0,多云,多云,1-3,1-3,0.0,11.0,84.0,25.0,12.0
4762,湖州,2025-05-07,27.0,17.0,多云,多云,1-3,1-3,0.0,10.0,87.0,25.0,1.0
4763,湖州,2025-05-08,24.0,18.0,大雨,大雨,3-4,3-4,16.5,4.0,96.0,22.0,90.0
4764,湖州,2025-05-09,25.0,17.0,多云,晴,3-4,1-3,0.0,5.0,63.0,24.0,9.0
4765,湖州,2025-05-10,24.0,15.0,晴,晴,1-3,1-3,0.0,11.0,57.0,25.0,1.0
4766,湖州,2025-05-11,29.0,16.0,晴,晴,1-3,1-3,0.0,11.0,66.0,25.0,0.0
4767,湖州,2025-05-12,31.0,19.0,晴,晴,1-3,1-3,0.0,11.0,65.0,25.0,0.0
4768,嘉兴,2025-05-06,28.0,16.0,多云,多云,1-3,1-3,0.0,9.0,82.0,25.0,12.0
4769,嘉兴,2025-05-07,26.0,17.0,多云,多云,1-3,1-3,0.0,8.0,84.0,25.0,1.0
4770,嘉兴,2025-05-08,24.0,19.0,中雨,大雨,3-4,3-4,14.6,4.0,96.0,20.0,92.0
4771,嘉兴,2025-05-09,26.0,18.0,小雨,晴,3-4,1-3,0.0,5.0,61.0,24.0,13.0
4772,嘉兴,2025-05-10,24.0,16.0,晴,晴,3-4,1-3,0.0,11.0,60.0,25.0,0.0
4773,嘉兴,2025-05-11,28.0,18.0,晴,晴,1-3,1-3,0.0,11.0,61.0,25.0,0.0
4774,嘉兴,2025-05-12,30.0,20.0,晴,多云,1-3,1-3,0.0,11.0,72.0,25.0,0.0
4775,宁波,2025-05-06,31.0,17.0,多云,多云,1-3,1-3,0.0,11.0,80.0,25.0,13.0
4776,宁波,2025-05-07,25.0,18.0,多云,多云,1-3,1-3,0.0,3.0,86.0,25.0,4.0
4777,宁波,2025-05-08,24.0,19.0,中雨,中雨,1-3,1-3,10.2,4.0,95.0,23.0,84.0
4778,宁波,2025-05-09,28.0,18.0,小雨,晴,1-3,1-3,5.0,5.0,79.0,24.0,69.0
4779,宁波,2025-05-10,26.0,15.0,晴,晴,1-3,1-3,0.0,11.0,66.0,25.0,0.0
4780,宁波,2025-05-11,29.0,17.0,晴,晴,1-3,1-3,0.0,11.0,84.0,25.0,0.0
4781,宁波,2025-05-12,29.0,20.0,晴,晴,1-3,1-3,0.0,11.0,88.0,25.0,0.0
4782,绍兴,2025-05-06,31.0,18.0,多云,多云,1-3,1-3,0.0,11.0,69.0,25.0,13.0
4783,绍兴,2025-05-07,29.0,19.0,多云,多云,1-3,1-3,0.0,6.0,78.0,25.0,3.0
4784,绍兴,2025-05-08,24.0,20.0,中雨,大雨,1-3,1-3,14.9,4.0,93.0,24.0,87.0
4785,绍兴,2025-05-09,29.0,19.0,小雨,晴,1-3,1-3,1.5,4.0,77.0,24.0,63.0
4786,绍兴,2025-05-10,25.0,17.0,晴,晴,1-3,1-3,0.0,11.0,59.0,25.0,0.0
4787,绍兴,2025-05-11,28.0,17.0,晴,晴,1-3,1-3,0.0,11.0,63.0,25.0,0.0
4788,绍兴,2025-05-12,31.0,20.0,晴,晴,1-3,1-3,0.0,11.0,71.0,25.0,0.0
4789,台州,2025-05-06,29.0,20.0,晴,小雨,1-3,1-3,0.0,11.0,86.0,24.0,17.0
4790,台州,2025-05-07,26.0,19.0,小雨,多云,1-3,1-3,0.0,11.0,95.0,18.0,14.0
4791,台州,2025-05-08,24.0,20.0,中雨,小雨,1-3,3-4,16.5,3.0,96.0,21.0,90.0
4792,台州,2025-05-09,27.0,19.0,小雨,多云,1-3,1-3,16.1,4.0,87.0,24.0,88.0
4793,台州,2025-05-10,28.0,17.0,多云,晴,1-3,1-3,0.0,12.0,76.0,25.0,1.0
4794,台州,2025-05-11,28.0,18.0,晴,晴,1-3,1-3,0.0,12.0,92.0,25.0,0.0
4795,台州,2025-05-12,28.0,19.0,晴,晴,1-3,1-3,0.0,12.0,91.0,24.0,0.0
4796,温州,2025-05-06,31.0,20.0,晴,多云,1-3,1-3,0.0,11.0,88.0,24.0,25.0
4797,温州,2025-05-07,26.0,19.0,小雨,中雨,1-3,1-3,1.1,10.0,93.0,17.0,61.0
